0.22,1.56,0.0,0.0,1
0.23,1.56,0.04,0.01,1
0.25,1.56,0.08,0.08,1
0.55,1.57,0.37,0.39,1
0.59,1.57,0.17,0.02,1
0.61,1.57,0.42,0.35,1
0.54,1.58,0.27,0.35,1
0.52,1.58,0.16,0.06,1
0.41,1.58,0.16,0.15,1
0.26,1.59,0.1,0.11,1
0.3,1.59,0.19,0.32,1
0.94,1.59,0.59,0.64,1
1.5,1.59,0.34,0.53,1
1.07,1.59,0.31,0.36,1
0.75,1.59,0.17,0.19,1
0.65,1.57,0.16,0.23,1
0.54,1.53,0.16,0.17,1
0.5,1.56,0.02,0.09,1
0.51,1.55,0.01,0.19,1
0.53,1.55,0.05,0.63,1
0.54,1.58,0.29,0.33,1
0.36,1.58,0.48,0.05,1
0.44,1.58,0.12,0.04,1
0.44,1.59,0.19,0.06,1
0.46,1.59,0.02,0.04,1
0.42,1.58,0.03,0.05,1
0.4,1.57,0.04,0.03,1
0.4,1.57,0.01,0.02,1
0.41,1.57,0.01,0.01,1
0.43,1.57,0.02,0.01,1
0.42,1.57,0.01,0.02,1
0.44,1.57,0.01,0.01,1
0.49,1.56,0.03,0.03,1
0.5,1.56,0.05,0.06,1
0.61,1.56,0.13,0.16,1
0.89,1.5,0.29,0.32,1
0.73,1.56,0.17,0.13,1
0.51,1.58,0.36,0.39,1
0.46,1.58,0.07,0.14,1
0.35,1.57,0.14,0.11,1
0.36,1.56,0.37,0.46,1
0.4,1.59,0.16,0.2,1
0.37,1.59,0.1,0.13,1
0.4,1.59,0.02,0.05,1
0.43,1.56,0.01,0.04,1
0.43,1.57,0.04,0.01,1
0.44,1.57,0.08,0.01,1
0.38,1.57,0.09,0.02,1
0.42,1.57,0.08,0.02,1
0.99,1.54,0.66,0.09,1
0.76,1.55,0.6,0.24,1
0.53,1.56,0.2,0.11,1
0.67,1.56,0.01,0.18,1
1.07,1.58,0.16,0.55,1
0.67,1.58,0.09,0.33,1
0.43,1.57,0.18,0.41,1
0.35,1.56,0.12,0.13,1
0.3,1.56,0.05,0.07,1
0.3,1.53,0.18,0.17,1
0.54,1.55,0.23,0.3,1
0.16,1.56,0.17,0.33,1
1.3,1.56,0.57,0.81,1
0.29,1.51,0.55,0.61,1
0.28,1.53,0.5,0.58,1
0.48,1.57,0.39,0.47,1
0.37,1.58,0.16,0.05,1
0.45,1.57,0.3,0.11,1
1.04,1.56,1.0,0.13,1
0.7,1.56,0.47,0.13,1
0.68,1.57,0.62,0.34,1
0.75,1.58,0.09,0.14,1
0.28,1.58,0.06,0.5,1
1.01,1.6,0.11,0.92,1
0.54,1.58,0.17,0.58,1
0.38,1.56,0.14,0.32,1
0.42,1.54,0.21,0.33,1
0.59,1.51,0.13,0.24,1
0.83,1.47,0.71,0.8,1
